title,year,director,producer,writer,genre,budget,revenue,release_month,roi,success,director_avg_roi,director_hit_rate,producer_rev_mult,producer_hit_rate,writer_quality,writer_hit_rate,genre_rev_mult,genre_base_success,month_modifier
Film_2361,2007,Michael Bay,Jordan Peele,Jordan Peele,Horror,33581816,70224869,3,1.091,1,2.2,0.65,5.5,0.85,0.9,0.88,1.8,0.65,0.82
Film_2362,2006,Jon Favreau,David Heyman,Unknown Writer,Drama,58118104,124496145,11,1.142,1,3.0,0.8,3.2,0.8,0.5,0.35,0.6,0.4,1.15
Film_2363,2021,Barry Jenkins,Mary Parent,Jordan Peele,Sci-Fi,86085528,117011884,11,0.359,0,1.8,0.65,2.8,0.7,0.9,0.88,1.3,0.5,1.15
Film_2364,2017,Barry Jenkins,Scott Rudin,Bong Joon-ho,Comedy,28607996,14816436,6,-0.482,0,1.8,0.65,1.8,0.65,0.85,0.75,0.8,0.5,1.25
Film_2365,2013,Bong Joon-ho,Unknown Producer,Denis Villeneuve,Fantasy,29623130,72370800,1,1.443,1,3.0,0.75,1.2,0.38,0.8,0.72,1.4,0.48,0.7
Film_2366,2011,Quentin Tarantino,Unknown Producer,James Gunn,Animation,19753625,20694358,11,0.048,0,2.5,0.8,1.2,0.38,0.78,0.8,1.6,0.6,1.15
Film_2367,2009,Martin Scorsese,Jordan Peele,Unknown Writer,Comedy,17730335,17815595,6,0.005,0,1.8,0.65,5.5,0.85,0.5,0.35,0.8,0.5,1.25
Film_2368,2012,Unknown Director,A24,Greta Gerwig,Adventure,95845036,69862139,8,-0.271,0,0.8,0.35,3.5,0.65,0.8,0.78,1.5,0.55,1.05
Film_2369,2010,Sam Raimi,Unknown Producer,Damien Chazelle,Adventure,161591348,179858030,7,0.113,0,2.5,0.7,1.2,0.38,0.82,0.72,1.5,0.55,1.3
Film_2370,2011,Emerald Fennell,Kathleen Kennedy,Jordan Peele,Animation,169235863,365486238,12,1.16,1,2.5,0.7,3.0,0.75,0.9,0.88,1.6,0.6,1.2
Film_2371,2013,Emerald Fennell,A24,Taika Waititi,Action,59611554,118108561,8,0.981,1,2.5,0.7,3.5,0.65,0.75,0.7,1.5,0.55,1.05
Film_2372,2010,Unknown Director,Unknown Producer,Edgar Wright,Sci-Fi,21982425,28308098,11,0.288,0,0.8,0.35,1.2,0.38,0.78,0.65,1.3,0.5,1.15
Film_2373,2008,Wes Anderson,Mary Parent,Tony Kushner,Horror,3698297,1312248,6,-0.645,0,1.5,0.6,2.8,0.7,0.78,0.65,1.8,0.65,1.25
Film_2374,2021,Emerald Fennell,Frank Marshall,Rian Johnson,Comedy,2955311,1986990,1,-0.328,0,2.5,0.7,2.5,0.7,0.78,0.68,0.8,0.5,0.7
Film_2375,2020,Ryan Coogler,Amy Pascal,Eric Roth,Horror,128567580,219770959,2,0.709,1,4.0,0.85,2.8,0.72,0.75,0.68,1.8,0.65,0.72
Film_2376,2011,Robert Eggers,Amy Pascal,James Gunn,Sci-Fi,62911737,103048132,4,0.638,1,2.0,0.6,2.8,0.72,0.78,0.8,1.3,0.5,0.85
Film_2377,2005,Ryan Coogler,Frank Marshall,Taika Waititi,Adventure,62487252,156825193,5,1.51,1,4.0,0.85,2.5,0.7,0.75,0.7,1.5,0.55,1.1
Film_2378,2013,Damien Chazelle,Jason Blum,Denis Villeneuve,Thriller,25329857,27438280,5,0.083,0,2.5,0.7,8.0,0.85,0.8,0.72,1.0,0.52,1.1
Film_2379,2014,Denis Villeneuve,Unknown Producer,James Gunn,Action,124283187,87304735,2,-0.298,0,2.1,0.75,1.2,0.38,0.78,0.8,1.5,0.55,0.72
Film_2380,2020,Ari Aster,Emma Thomas,Unknown Writer,Thriller,121730277,156331782,2,0.284,0,6.0,0.7,3.5,0.88,0.5,0.35,1.0,0.52,0.72
Film_2381,2019,James Cameron,A24,Charlie Kaufman,Sci-Fi,23819630,44591729,11,0.872,1,5.5,0.95,3.5,0.65,0.75,0.5,1.3,0.5,1.15
Film_2382,2016,Bong Joon-ho,Lorenzo di Bonaventura,Diablo Cody,Romance,58354503,120157180,12,1.059,1,3.0,0.75,2.2,0.6,0.72,0.58,0.7,0.42,1.2
Film_2383,2006,Bong Joon-ho,Unknown Producer,Edgar Wright,Fantasy,29114274,24246327,2,-0.167,0,3.0,0.75,1.2,0.38,0.78,0.65,1.4,0.48,0.72
Film_2384,2025,Ridley Scott,A24,Unknown Writer,Comedy,14268474,17561436,2,0.231,0,1.6,0.55,3.5,0.65,0.5,0.35,0.8,0.5,0.72
Film_2385,2023,Taika Waititi,Mary Parent,Christopher Nolan,Thriller,28322347,38563690,5,0.362,0,2.8,0.75,2.8,0.7,0.88,0.85,1.0,0.52,1.1
Film_2386,2025,Taika Waititi,David Heyman,Denis Villeneuve,Sci-Fi,200109701,180148352,2,-0.1,0,2.8,0.75,3.2,0.8,0.8,0.72,1.3,0.5,0.72
Film_2387,2010,Barry Jenkins,Brad Pitt,Jordan Peele,Thriller,4240585,6256348,4,0.475,0,1.8,0.65,2.0,0.6,0.9,0.88,1.0,0.52,0.85
Film_2388,2014,Wes Anderson,Charles Roven,Denis Villeneuve,Sci-Fi,28096348,30916201,9,0.1,0,1.5,0.6,2.5,0.65,0.8,0.72,1.3,0.5,0.75
Film_2389,2014,Denis Villeneuve,Kathleen Kennedy,Unknown Writer,Romance,43967588,16160575,4,-0.632,0,2.1,0.75,3.0,0.75,0.5,0.35,0.7,0.42,0.85
Film_2390,2025,Emerald Fennell,Jerry Bruckheimer,Eric Roth,Adventure,14128341,11724560,1,-0.17,0,2.5,0.7,2.5,0.7,0.75,0.68,1.5,0.55,0.7
Film_2391,2023,Sam Raimi,Kevin Feige,Damien Chazelle,Romance,11421696,14057990,10,0.231,0,2.5,0.7,4.0,0.92,0.82,0.72,0.7,0.42,0.8
Film_2392,2006,Robert Eggers,Charles Roven,Unknown Writer,Romance,27588655,53730227,8,0.948,1,2.0,0.6,2.5,0.65,0.5,0.35,0.7,0.42,1.05
Film_2393,2008,Steven Spielberg,Megan Ellison,Emerald Fennell,Thriller,13297660,25599554,5,0.925,1,3.2,0.85,1.5,0.55,0.78,0.7,1.0,0.52,1.1
Film_2394,2019,Bong Joon-ho,Emma Thomas,Ryan Coogler,Drama,162082518,114431711,10,-0.294,0,3.0,0.75,3.5,0.88,0.8,0.82,0.6,0.4,0.8
Film_2395,2024,Unknown Director,Neal H. Moritz,Unknown Writer,Adventure,82963320,98956822,12,0.193,0,0.8,0.35,2.8,0.68,0.5,0.35,1.5,0.55,1.2
Film_2396,2017,M. Night Shyamalan,Megan Ellison,Greta Gerwig,Thriller,10490840,14095798,12,0.344,0,2.8,0.55,1.5,0.55,0.8,0.78,1.0,0.52,1.2
Film_2397,2020,Denis Villeneuve,Jerry Bruckheimer,Aaron Sorkin,Comedy,39445924,19313301,3,-0.51,0,2.1,0.75,2.5,0.7,0.82,0.7,0.8,0.5,0.82
Film_2398,2008,Greta Gerwig,Brad Pitt,Bong Joon-ho,Fantasy,400000000,762196087,5,0.905,1,3.5,0.8,2.0,0.6,0.85,0.75,1.4,0.48,1.1
Film_2399,2011,Denis Villeneuve,Brad Pitt,Greta Gerwig,Sci-Fi,118092167,201142448,7,0.703,1,2.1,0.75,2.0,0.6,0.8,0.78,1.3,0.5,1.3
Film_2400,2025,Unknown Director,Brad Pitt,Damien Chazelle,Thriller,38363577,35433388,5,-0.076,0,0.8,0.35,2.0,0.6,0.82,0.72,1.0,0.52,1.1
Film_2401,2020,Jon Favreau,Amy Pascal,Unknown Writer,Drama,258322698,204173806,10,-0.21,0,3.0,0.8,2.8,0.72,0.5,0.35,0.6,0.4,0.8
Film_2402,2023,Ari Aster,Neal H. Moritz,Unknown Writer,Romance,4791453,22339365,11,3.662,1,6.0,0.7,2.8,0.68,0.5,0.35,0.7,0.42,1.15
Film_2403,2016,Ari Aster,David Heyman,Edgar Wright,Romance,9468225,5932812,6,-0.373,0,6.0,0.7,3.2,0.8,0.78,0.65,0.7,0.42,1.25
Film_2404,2016,Unknown Director,Brad Pitt,Christopher Nolan,Adventure,400000000,344421460,2,-0.139,0,0.8,0.35,2.0,0.6,0.88,0.85,1.5,0.55,0.72
Film_2405,2025,Unknown Director,Charles Roven,Greta Gerwig,Horror,9756683,62879669,11,5.445,1,0.8,0.35,2.5,0.65,0.8,0.78,1.8,0.65,1.15
Film_2406,2023,David Fincher,Frank Marshall,Quentin Tarantino,Horror,95382711,95219718,8,-0.002,0,2.0,0.7,2.5,0.7,0.85,0.8,1.8,0.65,1.05
Film_2407,2008,James Wan,Neal H. Moritz,Bong Joon-ho,Fantasy,181327214,672842400,6,2.711,1,4.5,0.85,2.8,0.68,0.85,0.75,1.4,0.48,1.25
Film_2408,2024,Matt Reeves,Lorenzo di Bonaventura,Denis Villeneuve,Romance,56685313,26761016,3,-0.528,0,2.8,0.75,2.2,0.6,0.8,0.72,0.7,0.42,0.82
Film_2409,2023,Quentin Tarantino,Unknown Producer,Ryan Coogler,Sci-Fi,12038681,7500514,12,-0.377,0,2.5,0.8,1.2,0.38,0.8,0.82,1.3,0.5,1.2
Film_2410,2024,Jordan Peele,A24,Emerald Fennell,Adventure,14849457,26342664,7,0.774,1,5.0,0.9,3.5,0.65,0.78,0.7,1.5,0.55,1.3
Film_2411,2024,James Cameron,Charles Roven,James Gunn,Fantasy,1090758,4135893,10,2.792,1,5.5,0.95,2.5,0.65,0.78,0.8,1.4,0.48,0.8
Film_2412,2024,Michael Bay,David Heyman,Rian Johnson,Comedy,6138457,7650262,6,0.246,0,2.2,0.65,3.2,0.8,0.78,0.68,0.8,0.5,1.25
Film_2413,2009,Ryan Coogler,Charles Roven,Unknown Writer,Romance,13803772,30035573,11,1.176,1,4.0,0.85,2.5,0.65,0.5,0.35,0.7,0.42,1.15
Film_2414,2019,Emerald Fennell,Jason Blum,Charlie Kaufman,Sci-Fi,47468147,58488567,10,0.232,0,2.5,0.7,8.0,0.85,0.75,0.5,1.3,0.5,0.8
Film_2415,2012,Taika Waititi,Jerry Bruckheimer,Aaron Sorkin,Action,4481670,7158839,10,0.597,1,2.8,0.75,2.5,0.7,0.82,0.7,1.5,0.55,0.8
Film_2416,2023,Unknown Director,Unknown Producer,Rian Johnson,Drama,90194712,65564223,10,-0.273,0,0.8,0.35,1.2,0.38,0.78,0.68,0.6,0.4,0.8
Film_2417,2012,Bong Joon-ho,Unknown Producer,Bong Joon-ho,Fantasy,35895064,33691463,8,-0.061,0,3.0,0.75,1.2,0.38,0.85,0.75,1.4,0.48,1.05
Film_2418,2022,Damien Chazelle,Unknown Producer,Quentin Tarantino,Fantasy,32473394,24445321,4,-0.247,0,2.5,0.7,1.2,0.38,0.85,0.8,1.4,0.48,0.85
Film_2419,2010,Jordan Peele,Charles Roven,Aaron Sorkin,Comedy,1473855,2343466,2,0.59,1,5.0,0.9,2.5,0.65,0.82,0.7,0.8,0.5,0.72
Film_2420,2005,James Cameron,Jason Blum,Bong Joon-ho,Adventure,96716637,294894752,9,2.049,1,5.5,0.95,8.0,0.85,0.85,0.75,1.5,0.55,0.75
Film_2421,2025,Ari Aster,Emma Thomas,Taylor Sheridan,Comedy,42434793,38058544,6,-0.103,0,6.0,0.7,3.5,0.88,0.8,0.72,0.8,0.5,1.25
Film_2422,2018,Wes Anderson,A24,Ryan Coogler,Horror,3156608,3547750,2,0.124,0,1.5,0.6,3.5,0.65,0.8,0.82,1.8,0.65,0.72
Film_2423,2017,M. Night Shyamalan,Kathleen Kennedy,Aaron Sorkin,Drama,22337524,18718523,4,-0.162,0,2.8,0.55,3.0,0.75,0.82,0.7,0.6,0.4,0.85
Film_2424,2014,Michael Bay,Jason Blum,Unknown Writer,Action,7925382,20523655,7,1.59,1,2.2,0.65,8.0,0.85,0.5,0.35,1.5,0.55,1.3
Film_2425,2018,Sam Raimi,Lorenzo di Bonaventura,Damien Chazelle,Drama,86253800,151839175,2,0.76,1,2.5,0.7,2.2,0.6,0.82,0.72,0.6,0.4,0.72
Film_2426,2008,Quentin Tarantino,Frank Marshall,Unknown Writer,Drama,293612142,266958682,10,-0.091,0,2.5,0.8,2.5,0.7,0.5,0.35,0.6,0.4,0.8
Film_2427,2023,Unknown Director,Jordan Peele,Eric Roth,Comedy,25101234,33005410,12,0.315,0,0.8,0.35,5.5,0.85,0.75,0.68,0.8,0.5,1.2
Film_2428,2008,M. Night Shyamalan,David Heyman,Quentin Tarantino,Action,18149120,37075136,3,1.043,1,2.8,0.55,3.2,0.8,0.85,0.8,1.5,0.55,0.82
Film_2429,2013,James Cameron,A24,Christopher Nolan,Romance,3320160,17757158,4,4.348,1,5.5,0.95,3.5,0.65,0.88,0.85,0.7,0.42,0.85
Film_2430,2013,Unknown Director,David Heyman,Emerald Fennell,Romance,109401745,58932973,12,-0.461,0,0.8,0.35,3.2,0.8,0.78,0.7,0.7,0.42,1.2
Film_2431,2025,Steven Spielberg,A24,Ryan Coogler,Thriller,1026258,2428478,10,1.366,1,3.2,0.85,3.5,0.65,0.8,0.82,1.0,0.52,0.8
Film_2432,2010,Emerald Fennell,A24,Aaron Sorkin,Thriller,8395966,14170906,7,0.688,1,2.5,0.7,3.5,0.65,0.82,0.7,1.0,0.52,1.3
Film_2433,2005,Denis Villeneuve,Unknown Producer,Ryan Coogler,Horror,1939916,2405513,6,0.24,0,2.1,0.75,1.2,0.38,0.8,0.82,1.8,0.65,1.25
Film_2434,2011,Unknown Director,Unknown Producer,Charlie Kaufman,Drama,39918495,14028725,1,-0.649,0,0.8,0.35,1.2,0.38,0.75,0.5,0.6,0.4,0.7
Film_2435,2019,Ari Aster,Jordan Peele,Quentin Tarantino,Horror,4549358,16519560,8,2.631,1,6.0,0.7,5.5,0.85,0.85,0.8,1.8,0.65,1.05
Film_2436,2012,Damien Chazelle,Jon Landau,Damien Chazelle,Drama,16894544,37689090,12,1.231,1,2.5,0.7,5.0,0.9,0.82,0.72,0.6,0.4,1.2
Film_2437,2006,Taika Waititi,Kevin Feige,Jordan Peele,Adventure,116402148,29148005,8,-0.75,0,2.8,0.75,4.0,0.92,0.9,0.88,1.5,0.55,1.05
Film_2438,2015,Robert Eggers,Jerry Bruckheimer,Rian Johnson,Action,400000000,312717655,4,-0.218,0,2.0,0.6,2.5,0.7,0.78,0.68,1.5,0.55,0.85
Film_2439,2017,Ridley Scott,Peter Chernin,Quentin Tarantino,Horror,92009364,81931357,7,-0.11,0,1.6,0.55,2.0,0.62,0.85,0.8,1.8,0.65,1.3
Film_2440,2012,Unknown Director,Jordan Peele,Quentin Tarantino,Animation,14806986,19950706,9,0.347,0,0.8,0.35,5.5,0.85,0.85,0.8,1.6,0.6,0.75
Film_2441,2016,Ryan Coogler,Scott Rudin,Tony Kushner,Animation,207557594,365004164,11,0.759,1,4.0,0.85,1.8,0.65,0.78,0.65,1.6,0.6,1.15
Film_2442,2007,Michael Bay,Brad Pitt,Taylor Sheridan,Action,74345108,186479825,8,1.508,1,2.2,0.65,2.0,0.6,0.8,0.72,1.5,0.55,1.05
Film_2443,2007,Tim Burton,Jon Landau,Taylor Sheridan,Romance,2723298,2938430,3,0.079,0,1.8,0.6,5.0,0.9,0.8,0.72,0.7,0.42,0.82
Film_2444,2019,M. Night Shyamalan,Amy Pascal,Jordan Peele,Thriller,13728268,12316791,10,-0.103,0,2.8,0.55,2.8,0.72,0.9,0.88,1.0,0.52,0.8
Film_2445,2018,Unknown Director,Frank Marshall,Unknown Writer,Animation,400000000,212417042,8,-0.469,0,0.8,0.35,2.5,0.7,0.5,0.35,1.6,0.6,1.05
Film_2446,2005,Bong Joon-ho,Neal H. Moritz,James Gunn,Sci-Fi,294206831,331346014,6,0.126,0,3.0,0.75,2.8,0.68,0.78,0.8,1.3,0.5,1.25
Film_2447,2007,Unknown Director,Mary Parent,Ryan Coogler,Animation,159530896,259048381,12,0.624,1,0.8,0.35,2.8,0.7,0.8,0.82,1.6,0.6,1.2
Film_2448,2023,Michael Bay,Jason Blum,Denis Villeneuve,Comedy,21232424,86787454,1,3.087,1,2.2,0.65,8.0,0.85,0.8,0.72,0.8,0.5,0.7
Film_2449,2018,Bong Joon-ho,Frank Marshall,James Gunn,Adventure,4632349,10504735,5,1.268,1,3.0,0.75,2.5,0.7,0.78,0.8,1.5,0.55,1.1
Film_2450,2009,Unknown Director,Kevin Feige,Bong Joon-ho,Horror,1610421,989169,3,-0.386,0,0.8,0.35,4.0,0.92,0.85,0.75,1.8,0.65,0.82
Film_2451,2008,Martin Scorsese,Kathleen Kennedy,Rian Johnson,Fantasy,400000000,299278997,5,-0.252,0,1.8,0.65,3.0,0.75,0.78,0.68,1.4,0.48,1.1
Film_2452,2015,Matt Reeves,Peter Chernin,Taylor Sheridan,Thriller,20065934,18262150,6,-0.09,0,2.8,0.75,2.0,0.62,0.8,0.72,1.0,0.52,1.25
Film_2453,2019,David Fincher,Peter Chernin,Bong Joon-ho,Thriller,270279842,96598217,9,-0.643,0,2.0,0.7,2.0,0.62,0.85,0.75,1.0,0.52,0.75
Film_2454,2020,Greta Gerwig,Megan Ellison,Unknown Writer,Drama,8662120,5728461,12,-0.339,0,3.5,0.8,1.5,0.55,0.5,0.35,0.6,0.4,1.2
Film_2455,2015,Bong Joon-ho,Unknown Producer,Eric Roth,Thriller,40472991,99188515,11,1.451,1,3.0,0.75,1.2,0.38,0.75,0.68,1.0,0.52,1.15
Film_2456,2007,Damien Chazelle,Emma Thomas,Eric Roth,Sci-Fi,25502735,13867384,12,-0.456,0,2.5,0.7,3.5,0.88,0.75,0.68,1.3,0.5,1.2
Film_2457,2017,Tim Burton,Charles Roven,Bong Joon-ho,Horror,125119108,248543055,2,0.986,1,1.8,0.6,2.5,0.65,0.85,0.75,1.8,0.65,0.72
Film_2458,2018,David Fincher,Emma Thomas,Quentin Tarantino,Thriller,35938632,99880376,4,1.779,1,2.0,0.7,3.5,0.88,0.85,0.8,1.0,0.52,0.85
Film_2459,2007,Sam Raimi,Brad Pitt,Unknown Writer,Fantasy,131042925,108786566,8,-0.17,0,2.5,0.7,2.0,0.6,0.5,0.35,1.4,0.48,1.05
Film_2460,2012,Unknown Director,Emma Thomas,Rian Johnson,Drama,1600484,430682,7,-0.731,0,0.8,0.35,3.5,0.88,0.78,0.68,0.6,0.4,1.3
Film_2461,2007,Michael Bay,Lorenzo di Bonaventura,Unknown Writer,Action,400000000,318286924,11,-0.204,0,2.2,0.65,2.2,0.6,0.5,0.35,1.5,0.55,1.15
Film_2462,2009,Taika Waititi,Kathleen Kennedy,Tony Kushner,Drama,8412364,7283604,4,-0.134,0,2.8,0.75,3.0,0.75,0.78,0.65,0.6,0.4,0.85
Film_2463,2023,Unknown Director,A24,Jordan Peele,Thriller,3136235,2698611,4,-0.14,0,0.8,0.35,3.5,0.65,0.9,0.88,1.0,0.52,0.85
Film_2464,2025,Damien Chazelle,Mary Parent,Rian Johnson,Action,33812252,92150867,9,1.725,1,2.5,0.7,2.8,0.7,0.78,0.68,1.5,0.55,0.75
Film_2465,2015,Greta Gerwig,Charles Roven,Diablo Cody,Thriller,143493804,127779755,11,-0.11,0,3.5,0.8,2.5,0.65,0.72,0.58,1.0,0.52,1.15
Film_2466,2017,Chloe Zhao,Jon Landau,Bong Joon-ho,Animation,6371031,14954886,4,1.347,1,1.2,0.5,5.0,0.9,0.85,0.75,1.6,0.6,0.85
Film_2467,2019,James Cameron,Emma Thomas,Ryan Coogler,Adventure,4040132,9066273,2,1.244,1,5.5,0.95,3.5,0.88,0.8,0.82,1.5,0.55,0.72
Film_2468,2005,Christopher Nolan,Mary Parent,Tony Kushner,Thriller,46003659,53656091,9,0.166,0,3.8,0.9,2.8,0.7,0.78,0.65,1.0,0.52,0.75
Film_2469,2007,James Wan,Unknown Producer,Jordan Peele,Action,48001078,65474794,9,0.364,0,4.5,0.85,1.2,0.38,0.9,0.88,1.5,0.55,0.75
Film_2470,2024,Michael Bay,Lorenzo di Bonaventura,Edgar Wright,Animation,20029222,11943531,3,-0.404,0,2.2,0.65,2.2,0.6,0.78,0.65,1.6,0.6,0.82
Film_2471,2025,Unknown Director,Megan Ellison,Jordan Peele,Fantasy,25577945,17213732,4,-0.327,0,0.8,0.35,1.5,0.55,0.9,0.88,1.4,0.48,0.85
Film_2472,2008,Denis Villeneuve,Lorenzo di Bonaventura,Quentin Tarantino,Fantasy,70518744,95932228,5,0.36,0,2.1,0.75,2.2,0.6,0.85,0.8,1.4,0.48,1.1
Film_2473,2016,James Cameron,David Heyman,Unknown Writer,Drama,79253097,164249625,12,1.072,1,5.5,0.95,3.2,0.8,0.5,0.35,0.6,0.4,1.2
Film_2474,2008,Taika Waititi,Amy Pascal,Jordan Peele,Animation,5935652,1478254,6,-0.751,0,2.8,0.75,2.8,0.72,0.9,0.88,1.6,0.6,1.25
Film_2475,2018,David Fincher,David Heyman,Charlie Kaufman,Animation,148296474,147874017,2,-0.003,0,2.0,0.7,3.2,0.8,0.75,0.5,1.6,0.6,0.72
Film_2476,2023,Edgar Wright,Neal H. Moritz,Unknown Writer,Sci-Fi,400000000,549773042,6,0.374,0,1.5,0.65,2.8,0.68,0.5,0.35,1.3,0.5,1.25
Film_2477,2017,Steven Spielberg,Mary Parent,Diablo Cody,Drama,45574301,96635527,3,1.12,1,3.2,0.85,2.8,0.7,0.72,0.58,0.6,0.4,0.82
Film_2478,2009,Greta Gerwig,Kathleen Kennedy,Taika Waititi,Sci-Fi,43887848,39123847,4,-0.109,0,3.5,0.8,3.0,0.75,0.75,0.7,1.3,0.5,0.85
Film_2479,2018,The Russo Brothers,Brad Pitt,Unknown Writer,Adventure,27579726,20470677,3,-0.258,0,4.2,0.85,2.0,0.6,0.5,0.35,1.5,0.55,0.82
Film_2480,2017,Wes Anderson,Megan Ellison,Unknown Writer,Drama,12228385,8028447,12,-0.343,0,1.5,0.6,1.5,0.55,0.5,0.35,0.6,0.4,1.2
Film_2481,2017,Unknown Director,Amy Pascal,Unknown Writer,Drama,341451044,262823658,3,-0.23,0,0.8,0.35,2.8,0.72,0.5,0.35,0.6,0.4,0.82
Film_2482,2015,Unknown Director,Charles Roven,Denis Villeneuve,Adventure,17502878,24777380,11,0.416,0,0.8,0.35,2.5,0.65,0.8,0.72,1.5,0.55,1.15
Film_2483,2024,M. Night Shyamalan,Kathleen Kennedy,Edgar Wright,Drama,42073106,32074474,3,-0.238,0,2.8,0.55,3.0,0.75,0.78,0.65,0.6,0.4,0.82
Film_2484,2022,Quentin Tarantino,Scott Rudin,Denis Villeneuve,Adventure,400000000,510802687,1,0.277,0,2.5,0.8,1.8,0.65,0.8,0.72,1.5,0.55,0.7
Film_2485,2021,Unknown Director,Brad Pitt,Quentin Tarantino,Drama,36479012,18986254,1,-0.48,0,0.8,0.35,2.0,0.6,0.85,0.8,0.6,0.4,0.7
Film_2486,2008,Christopher Nolan,Amy Pascal,Bong Joon-ho,Drama,36644489,142787466,5,2.897,1,3.8,0.9,2.8,0.72,0.85,0.75,0.6,0.4,1.1
Film_2487,2007,Bong Joon-ho,Kevin Feige,Emerald Fennell,Horror,8059683,19975356,12,1.478,1,3.0,0.75,4.0,0.92,0.78,0.7,1.8,0.65,1.2
Film_2488,2006,Unknown Director,Kathleen Kennedy,Diablo Cody,Adventure,104752684,79025660,3,-0.246,0,0.8,0.35,3.0,0.75,0.72,0.58,1.5,0.55,0.82
Film_2489,2019,Damien Chazelle,Mary Parent,Unknown Writer,Sci-Fi,19812239,31725449,8,0.601,1,2.5,0.7,2.8,0.7,0.5,0.35,1.3,0.5,1.05
Film_2490,2016,Unknown Director,Charles Roven,Taylor Sheridan,Thriller,27842573,17415692,1,-0.374,0,0.8,0.35,2.5,0.65,0.8,0.72,1.0,0.52,0.7
Film_2491,2025,James Wan,Unknown Producer,Denis Villeneuve,Comedy,86726991,210151119,2,1.423,1,4.5,0.85,1.2,0.38,0.8,0.72,0.8,0.5,0.72
Film_2492,2011,Barry Jenkins,Scott Rudin,James Gunn,Animation,376037774,548404776,6,0.458,0,1.8,0.65,1.8,0.65,0.78,0.8,1.6,0.6,1.25
Film_2493,2010,Taika Waititi,Megan Ellison,Aaron Sorkin,Animation,69834427,200923018,3,1.877,1,2.8,0.75,1.5,0.55,0.82,0.7,1.6,0.6,0.82
Film_2494,2010,Ari Aster,Unknown Producer,Tony Kushner,Romance,64258374,1101902207,2,16.148,1,6.0,0.7,1.2,0.38,0.78,0.65,0.7,0.42,0.72
Film_2495,2015,Bong Joon-ho,Kevin Feige,Taylor Sheridan,Adventure,80185840,102246012,5,0.275,0,3.0,0.75,4.0,0.92,0.8,0.72,1.5,0.55,1.1
Film_2496,2006,Barry Jenkins,Jon Landau,Taika Waititi,Adventure,163506536,106122537,8,-0.351,0,1.8,0.65,5.0,0.9,0.75,0.7,1.5,0.55,1.05
Film_2497,2025,Edgar Wright,Unknown Producer,Quentin Tarantino,Adventure,40262465,23585481,4,-0.414,0,1.5,0.65,1.2,0.38,0.85,0.8,1.5,0.55,0.85
Film_2498,2009,Ridley Scott,Unknown Producer,Aaron Sorkin,Thriller,5928383,3878544,12,-0.346,0,1.6,0.55,1.2,0.38,0.82,0.7,1.0,0.52,1.2
Film_2499,2011,M. Night Shyamalan,Unknown Producer,Charlie Kaufman,Fantasy,87587939,69446272,10,-0.207,0,2.8,0.55,1.2,0.38,0.75,0.5,1.4,0.48,0.8
Film_2500,2011,Quentin Tarantino,Unknown Producer,Bong Joon-ho,Adventure,16636610,64088496,7,2.852,1,2.5,0.8,1.2,0.38,0.85,0.75,1.5,0.55,1.3
Film_2501,2007,Christopher Nolan,Jon Landau,Greta Gerwig,Comedy,11569247,14689636,7,0.27,0,3.8,0.9,5.0,0.9,0.8,0.78,0.8,0.5,1.3
Film_2502,2010,Christopher Nolan,David Heyman,Bong Joon-ho,Comedy,67959923,24551092,5,-0.639,0,3.8,0.9,3.2,0.8,0.85,0.75,0.8,0.5,1.1
Film_2503,2025,Barry Jenkins,Brad Pitt,Unknown Writer,Drama,8602614,5304103,1,-0.383,0,1.8,0.65,2.0,0.6,0.5,0.35,0.6,0.4,0.7
Film_2504,2007,Denis Villeneuve,Brad Pitt,Christopher Nolan,Comedy,1593555,2307496,5,0.448,0,2.1,0.75,2.0,0.6,0.88,0.85,0.8,0.5,1.1
Film_2505,2023,David Fincher,Jason Blum,Ryan Coogler,Thriller,11981097,22059853,5,0.841,1,2.0,0.7,8.0,0.85,0.8,0.82,1.0,0.52,1.1
Film_2506,2012,Edgar Wright,A24,Unknown Writer,Romance,45697582,76725673,11,0.679,1,1.5,0.65,3.5,0.65,0.5,0.35,0.7,0.42,1.15
Film_2507,2015,James Cameron,Jordan Peele,Eric Roth,Horror,22272150,48816541,1,1.192,1,5.5,0.95,5.5,0.85,0.75,0.68,1.8,0.65,0.7
Film_2508,2012,Unknown Director,Brad Pitt,Tony Kushner,Animation,21133320,22685717,2,0.073,0,0.8,0.35,2.0,0.6,0.78,0.65,1.6,0.6,0.72
Film_2509,2007,Martin Scorsese,Frank Marshall,Aaron Sorkin,Romance,1707569,1069996,6,-0.373,0,1.8,0.65,2.5,0.7,0.82,0.7,0.7,0.42,1.25
Film_2510,2009,Unknown Director,Jon Landau,Ryan Coogler,Action,46973049,66091640,9,0.407,0,0.8,0.35,5.0,0.9,0.8,0.82,1.5,0.55,0.75
Film_2511,2010,Ridley Scott,Kathleen Kennedy,Emerald Fennell,Action,21689630,17556719,6,-0.191,0,1.6,0.55,3.0,0.75,0.78,0.7,1.5,0.55,1.25
Film_2512,2023,Ridley Scott,Brad Pitt,Rian Johnson,Thriller,39454803,15113236,9,-0.617,0,1.6,0.55,2.0,0.6,0.78,0.68,1.0,0.52,0.75
